influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63
irfan amalee,-0.051148556,0.13767238,0.30876252,-0.1776225,-0.12009385,-0.1727199,-0.08607323,0.27605847,-0.45930886,-0.26012734,0.1036862,-0.17638057,0.09288646,-0.2012104,0.18068469,0.005989779,-0.051408708,0.24400628,-0.30024624,0.2056298,0.014511263,0.012817312,-0.24962106,-0.12735397,-0.08590913,0.039082777,0.13784647,-0.3644552,0.23375876,-0.25667697,0.5480746,0.103749335,-0.10137123,0.6508978,0.056239434,0.3607126,-0.11587453,0.14782739,-0.53221273,-0.23316793,0.1830849,-0.01169535,-0.44652197,-0.116095394,-0.0948613,0.2975605,0.38370943,-0.15706748,0.19474453,-0.21730019,0.053909574,0.18875048,-0.16659576,0.0549729,0.29626298,-0.13674971,0.12955621,0.0838685,-0.15751645,0.036528725,-0.07782075,-0.012005464,-0.354373,-0.13395502
sibungbung,0.5072311,0.345016,0.4084019,0.3318942,0.161912,-0.57079583,-0.054898404,0.055105194,0.06430079,-0.32809892,0.4102347,-0.0059497417,0.1300445,-0.31577522,0.4060271,-0.041206665,-0.22629365,-0.24592543,0.25176543,0.17382301,0.013882272,-0.44327712,-0.12866516,0.2778153,0.031311378,-0.16505319,-0.23677957,0.25245452,0.2707586,0.28902674,0.3291269,0.33904618,0.38808805,-0.13975127,0.11164524,-0.3403497,-0.11548764,-0.32203972,-0.7502481,0.070013784,-0.040976968,0.44429043,0.53063655,0.13344929,0.05827744,0.5253569,0.16377313,-0.4639818,-0.40763885,0.34129548,0.30498835,0.2735457,0.5777326,0.19496968,0.6014884,-0.0168443,0.26346612,-0.15194161,0.20038497,-0.1606198,0.06993915,0.08220689,-0.3452576,-0.21882121
nana koot,0.49685198,0.34411478,0.42950252,0.3623803,0.17121226,-0.5610949,-0.083072364,0.069417,0.055918887,-0.329451,0.42606375,-0.01230834,0.09684494,-0.3232777,0.4517743,-0.04553041,-0.24951369,-0.25225237,0.23891336,0.18691778,0.0124791935,-0.46812296,-0.16548958,0.27165025,-0.026598535,-0.17548287,-0.2613397,0.27054048,0.30796754,0.28889966,0.3291957,0.3781601,0.40827072,-0.09100845,0.12147616,-0.3066714,-0.1661348,-0.34430438,-0.7994962,0.113526225,-0.04957293,0.4305054,0.53458995,0.15780856,0.08838354,0.51423335,0.16384386,-0.4664741,-0.40155265,0.3315071,0.3698934,0.29890895,0.61333084,0.20339906,0.65044713,-0.047256656,0.3258198,-0.14100054,0.20467958,-0.20151159,0.087770455,0.079402454,-0.33833015,-0.25262803
vindy lee,-0.15855679,-0.07638486,0.0007648103,0.0060703065,0.13518901,0.049892258,-0.03569687,-0.08177863,0.056704633,-0.11410117,-0.074080914,-0.05350901,-0.07132137,0.053104445,-0.0939192,0.069742545,0.06330981,-0.06885704,-0.024713827,-0.04874964,-0.09476085,0.14014968,-0.16411975,0.016404044,-0.11074367,0.03939234,-0.012700135,0.07258116,0.001356716,-0.031657517,0.04144232,-0.041507006,0.11130978,-0.11025147,-0.050123267,-0.026773654,-0.011714477,0.069296345,0.008688081,0.038699955,0.059660945,0.012128014,0.0030819795,-0.02817721,0.048738535,-0.1721954,-0.014588106,-0.023984158,-0.08580725,-0.14659867,0.10327095,-0.08858536,0.09606805,-0.0017958791,0.088519,-0.067144215,0.15035932,-0.047807343,-0.031100996,-0.1307221,0.013254055,-0.051975116,0.00790282,0.016509928
chef arnold,-0.14299089,-0.07120377,-0.0001795764,-0.0078070154,0.13139255,0.04691512,-0.024529357,-0.0791614,0.067004785,-0.114909366,-0.08108759,-0.05321665,-0.042052004,0.051976547,-0.099436276,0.070816,0.07540457,-0.058544934,-0.023255773,-0.05705908,-0.09022187,0.13887283,-0.14248145,0.017169924,-0.08882936,0.0515645,-0.011654497,0.06472305,-0.014271487,-0.024259584,0.047355913,-0.05512181,0.10507393,-0.12238146,-0.047893994,-0.05062186,0.0067398916,0.069282025,0.01509623,0.02441207,0.063218236,0.020412356,0.0056468416,-0.030994602,0.04661975,-0.1603964,-0.014307816,-0.026996009,-0.08881234,-0.14481959,0.0805805,-0.09323716,0.083462454,0.0015280631,0.08431287,-0.05642996,0.11888614,-0.044814795,-0.04069026,-0.11105521,-0.002038355,-0.05078526,0.00094864744,0.023051992
farah quinn,-0.21711847,0.019180061,-0.5019994,-0.11426988,0.21485913,-0.13648474,0.19928128,-0.11335409,0.04384674,-0.33603302,-0.28721088,-0.008804574,-0.764088,0.2996087,-0.11003552,-0.21045929,-0.03614225,-0.06908503,0.14162783,0.043175124,-0.16303864,0.66486347,-0.08049929,-0.18187015,0.33655906,-0.35289377,0.35988826,0.26485866,-0.27532613,-0.15334034,-0.17318477,-0.06767978,-0.32030582,-0.29051876,-0.3802636,-0.04948823,-0.106131166,-0.117036074,0.010716955,-0.48762947,0.015723614,0.035151724,-0.13407166,0.13140038,-0.07569535,0.18489537,-0.3128259,-0.008173784,-0.009100892,0.35141316,-0.09654307,-0.28391382,-0.14511266,-0.09661804,-0.13304637,0.008534444,0.14283523,-0.19724527,0.103415936,-0.007084463,0.2645907,-0.26757628,-0.026589144,0.16565351
william gozali,-0.11231944,-0.050686322,-0.023526989,-0.071113735,0.12701279,0.019819252,0.033829838,-0.055502273,0.097880185,-0.13780433,-0.124514244,-0.05352602,0.0059478404,0.07445432,-0.122002535,0.050166134,0.10957689,-0.020199388,-0.0178895,-0.076665916,-0.08139998,0.18992421,-0.08001283,0.009128525,-0.0041586035,0.07415076,0.021807719,0.053803414,-0.07482302,-0.010281602,0.062927134,-0.10924311,0.06419568,-0.18273546,-0.066787586,-0.13462058,0.054108143,0.04281418,0.02140056,-0.046687208,0.077016115,0.053191207,-0.000391247,-0.025910724,0.04296036,-0.09558575,-0.031207405,-0.042432413,-0.109871894,-0.12547848,0.019670011,-0.12399232,0.04168745,-0.006145863,0.07733531,-0.02032861,0.047504634,-0.02754637,-0.07531139,-0.042323366,-0.043468453,-0.05535762,-0.024798006,0.055295542
chandra yudasswara,-0.14674285,-0.062616356,-0.014941379,-0.044958852,0.1390134,0.026584499,0.011448858,-0.058391184,0.07808666,-0.13779739,-0.11048075,-0.055513017,-0.045945756,0.07989924,-0.1128998,0.04880689,0.08684951,-0.04123073,-0.023770127,-0.06199778,-0.09237018,0.19562069,-0.13116486,0.011191776,-0.0575952,0.055932805,0.01685768,0.067481436,-0.03845724,-0.022036767,0.05670245,-0.08485181,0.082592994,-0.1625042,-0.06973577,-0.089547664,0.017227653,0.04180433,0.0038984544,-0.01186886,0.07308727,0.037468344,-0.003432246,-0.021313548,0.052748438,-0.120585665,-0.029267676,-0.039790988,-0.110294506,-0.13993952,0.076520965,-0.11606809,0.07567226,-0.016577136,0.09448695,-0.044294156,0.120022684,-0.029642373,-0.060061976,-0.08374573,-0.014713073,-0.05419009,-0.010518072,0.04127884
devina hermawan,-0.124450624,-0.06412789,-0.02896944,-0.0431522,0.18003279,0.08037628,-0.005249339,-0.13099211,0.077182256,-0.11356842,-0.0902656,-0.067767024,0.054402754,0.08328685,-0.115353085,0.053006537,0.111466914,-0.056680772,0.0024007845,-0.09216369,-0.119976744,0.13539788,-0.16555756,0.02315823,-0.05818201,0.07365224,-0.036408804,-0.012632373,-0.052892312,0.033689216,0.06791234,-0.10575202,0.046916462,-0.17002833,-0.034723833,-0.08034514,0.059333764,0.13682936,0.060501426,-0.052407816,0.102573186,0.017730307,0.054254152,-0.043394417,0.042659804,-0.1265485,0.029078413,-0.07027677,-0.08387843,-0.17096037,0.038795874,-0.14695123,0.036666684,-0.02064123,0.047658853,-0.053234056,0.050296355,-0.08821608,-0.066683,-0.07750361,0.026276303,-0.035228558,0.0022142068,0.055462465
yuda bustara,-0.098863736,-0.056371845,-0.03792701,-0.042591125,0.14164038,0.036458746,0.006206319,-0.09759335,0.0945449,-0.12670381,-0.102619015,-0.050087355,0.010257147,0.060347293,-0.115177765,0.06499062,0.10396861,-0.043123327,-0.0037248703,-0.08210718,-0.09011547,0.14896938,-0.09037069,0.013747568,-0.016322695,0.058413833,-0.003094877,0.045460075,-0.07110247,0.0028534723,0.04884204,-0.09316899,0.065313764,-0.16838491,-0.05644236,-0.11009239,0.0549239,0.07922707,0.042209566,-0.042644866,0.07404506,0.039804563,0.019990714,-0.034902126,0.035480086,-0.11629577,-0.02366447,-0.03581467,-0.087366745,-0.11596291,0.013922758,-0.121918365,0.04285547,0.007134079,0.052125186,-0.02915042,0.02714156,-0.06304756,-0.05129922,-0.057976622,-0.012791444,-0.055797845,-0.011854999,0.04635934
tasya farasya,-0.11066362,-0.058925316,-0.028537426,-0.038765848,0.15713713,0.041497022,-0.0002574423,-0.08818221,0.099099755,-0.1323472,-0.10105402,-0.0486036,0.0024688817,0.0750031,-0.1160025,0.06727568,0.102999315,-0.049591355,-0.0059550963,-0.08610278,-0.09383616,0.15153739,-0.12309933,0.029988788,-0.051701143,0.06378812,-0.003587333,0.056789592,-0.04326273,0.004907104,0.04610785,-0.08968638,0.07906237,-0.18102543,-0.055654716,-0.11562012,0.043483652,0.074619636,0.029512865,-0.017570265,0.08459842,0.04643693,0.03394691,-0.02692112,0.05236225,-0.12272328,-0.0071187383,-0.047327224,-0.11394499,-0.14236292,0.05135462,-0.12624255,0.07097307,-0.0036705309,0.08614036,-0.045060717,0.06266098,-0.056495428,-0.04937146,-0.07255548,-0.003261324,-0.051926948,-0.0070572365,0.045736477
bara pattiradjawane,-0.1103511,-0.06461132,-0.050343625,-0.030850299,0.1836312,0.07228134,-0.013084992,-0.14891174,0.08087315,-0.11710261,-0.08588799,-0.06104491,0.03502065,0.07421262,-0.11339932,0.059786975,0.10562314,-0.06734281,0.011351062,-0.09327756,-0.12056268,0.12926409,-0.15006375,0.020348173,-0.0467951,0.053671025,-0.03564071,0.00081818644,-0.06298612,0.03416871,0.053123485,-0.09722969,0.045333687,-0.16978848,-0.042354226,-0.0773581,0.058789995,0.13881952,0.06679114,-0.058794882,0.09379838,0.017084053,0.054771148,-0.044124402,0.03596928,-0.12724341,0.011273533,-0.057705276,-0.07135888,-0.14275578,0.028987441,-0.14519706,0.03843736,-0.008891864,0.030492375,-0.049864605,0.03333639,-0.10553667,-0.047048792,-0.07828851,0.03826221,-0.04334866,0.005972564,0.050749484
my fun foodiary,0.072068736,0.35902482,-0.20863122,0.63702774,0.28684497,-0.54755867,-0.47138608,-0.4414782,-0.18674046,-0.31742966,0.49850774,0.046195462,-1.2262754,-0.41219047,0.512555,-0.15106499,-0.7740282,-0.55167687,0.26988915,0.32171008,-0.244466,-0.41490865,-0.39880276,0.03294227,-0.3717538,-0.86640847,-0.042603906,0.703533,0.44031233,-0.013788808,-0.1208805,0.8124174,0.18758458,0.21473958,-0.24057665,0.45063168,-0.5696607,-0.14055504,-0.76664925,-0.009606946,-0.28279212,0.11631146,0.5341649,0.41140103,-0.03229292,0.33288115,0.060891196,-0.19841018,0.003985495,0.88426757,0.64540434,0.28596118,0.55097294,0.109681726,0.3317764,-0.37085244,0.7932333,-0.5438795,0.83400655,-0.6507964,0.7438338,-0.024611091,-0.025032282,-0.30297923
kadek arini,-0.0868081,-0.052889332,-0.038230017,-0.039752904,0.15167809,0.04513499,-0.000954092,-0.09707926,0.109626666,-0.12733537,-0.09963234,-0.04391376,0.023822734,0.06629707,-0.11713221,0.07511617,0.112075195,-0.046973318,0.003741191,-0.09404276,-0.08727996,0.12787728,-0.09941825,0.032965124,-0.02849222,0.065906435,-0.006757414,0.054083638,-0.055615537,0.0106281005,0.03730988,-0.09102152,0.07065678,-0.18359363,-0.050021447,-0.13104913,0.06028463,0.08659318,0.046558615,-0.029580198,0.08562726,0.052386798,0.044741526,-0.029111179,0.04366897,-0.12058787,-0.001104366,-0.04590088,-0.108403,-0.12881318,0.015516652,-0.12703648,0.05149509,0.009172201,0.07199543,-0.037258685,0.01583738,-0.06682007,-0.044503815,-0.058028225,-0.0065205395,-0.055494793,-0.010153448,0.050675616
vina muliana,-0.06178992,-0.057375215,-0.027446758,-0.017377237,0.16436332,0.06819328,-0.02878922,-0.12365793,0.120333,-0.11181158,-0.07636489,-0.039634466,0.07442283,0.04977145,-0.11426355,0.1022004,0.120640635,-0.060466055,0.011629999,-0.11248863,-0.08894387,0.0669171,-0.10930761,0.057089243,-0.056112267,0.08064954,-0.04096462,0.042019054,-0.037225474,0.033264562,0.033294395,-0.08154315,0.09032451,-0.18054336,-0.023652153,-0.13363814,0.074982256,0.12331597,0.06444923,-0.0027815138,0.09356011,0.051903665,0.07981874,-0.03935142,0.0478784,-0.14619553,0.028895713,-0.050332904,-0.10964058,-0.15079828,0.015173063,-0.12283626,0.06400415,0.023739446,0.0755434,-0.047073238,-0.014364009,-0.086800754,-0.032826483,-0.06739989,0.0025537154,-0.045647085,-0.0012098129,0.042912308
marischka prudence,-0.023514224,0.0008648932,-0.2993393,0.58164525,-0.40443978,0.1182077,-0.47897524,-0.6570312,-0.11656599,0.1453507,0.26551217,0.32430822,-0.83597916,-0.58901286,0.06789009,0.065588765,-0.45866466,-0.2418332,0.31881437,0.3777724,0.1658481,-0.6000307,0.44642758,-0.3576405,0.33058962,-0.48224634,0.010407638,0.59408426,0.10327994,-0.4225333,-0.32395872,0.74816424,0.20466977,0.98533785,-0.07065893,0.6155802,-0.26582885,0.25152296,0.29009297,-0.009982981,-0.3388424,-0.2197128,0.0974199,-0.2860897,-0.340963,-0.71773297,-0.27624053,0.5157603,0.5968705,0.95537823,-0.741922,0.39556953,-0.5963049,0.56489307,-0.55033803,-0.119735315,-0.39377746,-0.5542809,0.5964618,-0.3762552,0.46789083,-0.30206257,0.1788482,-0.060692035
trinity traveler,-0.077931285,-0.060528267,-0.05494766,-0.030703487,0.19633669,0.05739352,-0.014488255,-0.13716173,0.116270825,-0.13199061,-0.089847416,-0.044751436,0.048838563,0.07766487,-0.12130076,0.08133197,0.11766931,-0.06745643,0.01609097,-0.11530665,-0.10991642,0.11888404,-0.13206354,0.048895977,-0.054570317,0.06332172,-0.029469606,0.03665181,-0.052290224,0.045025013,0.038571753,-0.09957765,0.069261044,-0.20969278,-0.04625275,-0.13330671,0.06998627,0.1182743,0.05750296,-0.03367833,0.10090083,0.04856347,0.07677153,-0.03569019,0.054737203,-0.12064186,0.010665363,-0.05904664,-0.11271088,-0.14676382,0.041698724,-0.14888284,0.074349724,0.001004319,0.0702756,-0.049864493,0.015524045,-0.098522075,-0.03522192,-0.06668012,0.027454896,-0.04666377,0.0038973964,0.050033867
adrian maulana,-0.14513767,-0.069772854,0.029953972,-0.03602363,0.16462386,0.047910847,-0.006539814,-0.04821607,0.09737487,-0.1330311,-0.096786276,-0.053952172,0.016853996,0.08784609,-0.11650632,0.072661534,0.10091292,-0.047084242,-0.032253735,-0.08655423,-0.09471234,0.1604035,-0.17583705,0.05515371,-0.12969059,0.09873412,-0.012686266,0.06407869,0.013810445,0.0027358248,0.07048933,-0.08794415,0.12894002,-0.1848367,-0.0427138,-0.118639454,0.022761984,0.05217796,-0.009282721,0.050239757,0.09693404,0.053284094,0.037382312,-0.023160454,0.088134654,-0.14382122,0.017765101,-0.06412527,-0.16153522,-0.21500115,0.13515481,-0.11559008,0.13157605,-0.025502197,0.16054109,-0.06788602,0.14876089,-0.015223863,-0.0708501,-0.10133645,-0.022943018,-0.031150803,-0.0041187997,0.034905624
backpacker tampan,-0.11146002,-0.06665458,-0.08656475,-0.002244006,0.21338713,0.058579195,-0.034495078,-0.1584247,0.09380393,-0.14060056,-0.08177571,-0.04273334,-0.05021542,0.09093877,-0.11059485,0.06930156,0.08665396,-0.09817157,0.0254871,-0.09422443,-0.12500125,0.13890257,-0.17553574,0.03660807,-0.07810867,0.011336976,-0.019047983,0.062236495,-0.034668364,0.026303,0.009507158,-0.0696321,0.058189094,-0.19051266,-0.06798716,-0.078662835,0.026330655,0.12037465,0.0512276,-0.032236014,0.09118766,0.029822286,0.07026988,-0.0242429,0.050395843,-0.13393801,-0.0038244906,-0.048915178,-0.09536846,-0.119435295,0.074444264,-0.15000099,0.08740525,-0.0068096826,0.057687823,-0.0720729,0.0741376,-0.123599485,-7.151038e-05,-0.10490682,0.0831071,-0.061812576,0.02007125,0.04256835
oki setiana dewi,-0.10260224,-0.053211566,0.05733063,-0.061826326,0.09283327,0.04057337,0.013638517,-0.011136785,0.10960449,-0.10895021,-0.10541122,-0.052758425,0.08623575,0.04444454,-0.11767933,0.086552635,0.1237579,-0.0035729841,-0.043883212,-0.083988294,-0.053915508,0.11997061,-0.077260084,0.04192115,-0.055725895,0.13680956,-0.0070772213,0.05252085,-0.02260146,-0.014179628,0.08258924,-0.09799796,0.12685512,-0.15729642,-0.021105882,-0.1540142,0.062657885,0.04087877,0.009947879,0.037106667,0.083019346,0.06566027,0.012255985,-0.033668984,0.06113971,-0.13874166,0.01721697,-0.04718311,-0.14216882,-0.19313186,0.03475813,-0.08692372,0.06801826,0.008261819,0.135898,-0.027926117,0.047576964,0.018074486,-0.09732574,-0.0510969,-0.100009695,-0.033110447,-0.031113315,0.041070204
jess no limit,-0.07701844,-0.06593767,-0.029423384,0.002692107,0.13967115,0.0649683,-0.03869539,-0.1414657,0.08805518,-0.09765723,-0.064492166,-0.046843193,0.04025926,0.021683961,-0.10121797,0.097087815,0.097647056,-0.06671953,0.004415758,-0.086590186,-0.09077777,0.06673801,-0.093718104,0.024100168,-0.042049963,0.05531957,-0.0479436,0.030907646,-0.054310672,0.014737939,0.037923485,-0.06268124,0.08647475,-0.12707534,-0.02526838,-0.071940795,0.058040097,0.12892021,0.069452226,-0.01187088,0.064929426,0.020105213,0.042330287,-0.0532516,0.023742855,-0.16202146,-0.004330905,-0.021781636,-0.053909868,-0.11656545,0.00073568354,-0.1000672,0.04417926,0.035885956,0.025014527,-0.038647063,-0.0067953365,-0.0970043,-0.024957653,-0.08201551,0.005190091,-0.05005145,0.0024527558,0.026399527
miawaug,-0.14233553,-0.06697815,-0.072731495,-0.011676665,0.17454398,0.037840586,-0.01590474,-0.12430273,0.069113344,-0.1410587,-0.0937994,-0.049571186,-0.09920036,0.08329819,-0.10502161,0.04887121,0.06928823,-0.080779746,0.006190309,-0.06223704,-0.114723995,0.18113068,-0.15548342,0.0043408144,-0.05706362,0.0015209818,0.00616428,0.070820525,-0.046854243,-0.010810001,0.021388859,-0.06415554,0.055472873,-0.1574794,-0.08245116,-0.049325436,0.0040133623,0.08200021,0.029806597,-0.038567998,0.068271175,0.018125782,0.017698059,-0.02145344,0.03842064,-0.12853396,-0.03843008,-0.030882362,-0.07573477,-0.09731501,0.071574114,-0.13047251,0.07097004,-0.01008527,0.047155,-0.05883441,0.1100903,-0.09239719,-0.014303743,-0.10584292,0.056399353,-0.06866641,0.0097373985,0.037728205
windah basudara,-0.087782495,-0.059320375,-0.0056012515,-0.014145706,0.16051207,0.016898323,-0.027258743,-0.08319852,0.08374626,-0.1385603,-0.07192734,-0.048732042,0.011984687,0.034663517,-0.088604055,0.0832305,0.08591275,-0.052582584,-0.018854689,-0.0838587,-0.09425013,0.12184404,-0.12441343,0.036645763,-0.08561912,0.05537686,-0.01963196,0.05938009,-0.021355946,0.00880054,0.06443603,-0.06202459,0.10968487,-0.14086881,-0.04917723,-0.09620304,0.026522411,0.06332438,-0.008944579,0.014061828,0.07818955,0.04764645,0.022061028,-0.034499064,0.0636154,-0.11817634,-0.0044094697,-0.04278207,-0.10370806,-0.13916516,0.0866752,-0.09730001,0.10902235,0.0138031505,0.10942185,-0.046998136,0.08317796,-0.0653769,-0.035514522,-0.0829243,-0.00369013,-0.048383944,-0.009106447,0.014214885
jonathan liandi,-0.07430164,-0.05279371,-0.023974054,-0.037642755,0.115992814,0.044020414,-0.00033523547,-0.09749827,0.0994128,-0.10876066,-0.093671426,-0.04761509,0.049856246,0.033395674,-0.11213556,0.081399076,0.11223224,-0.03441094,-0.004208216,-0.08474304,-0.07482207,0.10584068,-0.05563168,0.015191724,0.0017388687,0.07356936,-0.01612825,0.036851995,-0.077678286,0.0020567758,0.04933708,-0.08770022,0.07260196,-0.14803128,-0.03770236,-0.11545314,0.07242075,0.091337904,0.058152005,-0.036255218,0.06763816,0.040703718,0.021377679,-0.044634998,0.023470042,-0.12911235,-0.015125331,-0.026814071,-0.07351802,-0.11029044,-0.027258348,-0.10524745,0.021116965,0.028907198,0.037815798,-0.017726738,-0.023313956,-0.061393306,-0.053120613,-0.046133354,-0.036158755,-0.054304563,-0.017675124,0.04298027
btr zuxxy,-0.09296614,-0.053563982,-0.03595312,-0.048727214,0.14907587,0.03821329,0.0089642145,-0.09141115,0.10580374,-0.13054614,-0.106057346,-0.047704093,0.024132539,0.06861654,-0.119169295,0.0677596,0.112018354,-0.040784948,-0.0017220445,-0.09113784,-0.08883408,0.14656626,-0.09472438,0.025401248,-0.02144049,0.068139076,-0.0020064432,0.048763987,-0.06473069,0.009399206,0.047565818,-0.09914892,0.06768578,-0.18546546,-0.054619998,-0.13117708,0.061075214,0.07790227,0.041019395,-0.03818203,0.08349566,0.05065707,0.032971006,-0.030751273,0.04353083,-0.11197585,-0.01159333,-0.045239426,-0.106070556,-0.12845665,0.018084737,-0.12852347,0.04966615,0.0039910777,0.06933334,-0.031869933,0.02312652,-0.059428632,-0.05415328,-0.05301255,-0.01499747,-0.05385461,-0.013253589,0.05145179
evos reza,-0.09690246,-0.06127631,0.016497605,-0.010186602,0.10321519,0.058446832,-0.028485656,-0.07479231,0.088358104,-0.094386704,-0.07378616,-0.046441272,0.031669132,0.022965873,-0.10058366,0.096689045,0.09767143,-0.04255521,-0.019466102,-0.07213596,-0.06671681,0.075154915,-0.092144,0.030639876,-0.060293444,0.082888275,-0.02754602,0.054874923,-0.022672977,-0.016606651,0.04539443,-0.056404717,0.112932354,-0.115253314,-0.020134429,-0.08540523,0.04250364,0.08646143,0.04008884,0.031091064,0.06476384,0.034496646,0.022486951,-0.040451575,0.035809673,-0.16963765,0.009589275,-0.024232341,-0.08766893,-0.14545873,0.018249858,-0.079200566,0.054617763,0.030200977,0.07751906,-0.040611856,0.033010826,-0.041284572,-0.04577446,-0.083699316,-0.03739586,-0.048103273,-0.009942925,0.026016403
donkey,0.24458677,0.079326786,-0.32926244,-0.06253221,-0.3494113,-0.07719494,-0.042278174,-0.16927582,0.061090037,-0.007942362,-0.041641314,0.018236343,-0.27936375,-0.33368713,0.026359305,0.13871108,0.02400253,0.096337534,0.10090382,0.11579421,0.19069406,-0.24764922,0.61476934,-0.29252568,0.7426604,-0.17366527,0.17008007,0.18434964,-0.49082604,-0.33143193,-0.20901829,0.084494844,-0.23362942,0.26313812,-0.050211698,0.02832299,0.112874076,0.10678759,0.34052187,-0.35994747,-0.17615417,-0.045766897,-0.18188877,0.013941105,-0.37904823,-0.07843961,-0.16750333,0.26920694,0.43281844,0.5946118,-0.9357084,0.11460252,-0.6650668,0.40192914,-0.5643132,0.16513726,-0.7807144,-0.21239752,0.18682088,0.16193596,-0.08606164,-0.3002947,-0.117730975,0.08536996
kayes,-0.12102631,-0.06472598,-0.00820595,-0.027532585,0.15686846,0.03065538,-0.010540288,-0.079499006,0.08267443,-0.1345951,-0.08973706,-0.05320378,-0.0067314906,0.061664134,-0.1043037,0.06820749,0.08917056,-0.051412497,-0.020268548,-0.07711972,-0.09758603,0.1551654,-0.13752282,0.027623218,-0.08067049,0.060945764,-0.009504723,0.056722183,-0.027056634,0.00014492497,0.062171213,-0.07741557,0.09900081,-0.15748324,-0.054899674,-0.091771334,0.025161415,0.06251177,0.003651271,0.0048275515,0.078500226,0.03934665,0.017435137,-0.030761965,0.060545154,-0.12642944,-0.012407273,-0.043754593,-0.10904098,-0.15111256,0.088220224,-0.11090623,0.09670712,-0.004751863,0.101159215,-0.04985275,0.10376774,-0.049983732,-0.0499082,-0.0880395,-0.00552452,-0.046689153,-0.0058569135,0.028545715
oura gaming,-0.02146158,0.00091316923,-0.27601308,0.59134895,-0.4234298,0.115982965,-0.48657268,-0.63283086,-0.15353426,0.14950755,0.27272475,0.31465793,-0.8392614,-0.61079943,0.07731166,0.08266167,-0.449011,-0.26043105,0.31219247,0.38933566,0.16511823,-0.587737,0.439025,-0.36972028,0.33811444,-0.49170724,-0.0043104887,0.5685365,0.08810313,-0.4318968,-0.30948332,0.75624824,0.1984173,1.0128419,-0.071211256,0.656345,-0.27275318,0.26144513,0.26539138,-0.0064123636,-0.34460726,-0.24369629,0.060551204,-0.29558828,-0.3622471,-0.7208132,-0.29364765,0.5296204,0.6363142,0.9659017,-0.75151974,0.40327442,-0.58905435,0.55665207,-0.56549,-0.09274387,-0.38787916,-0.54836094,0.5945102,-0.37449026,0.4686199,-0.32624218,0.16253977,-0.08982019
btr luxxy,-0.048190244,-0.055502906,-0.06294038,-0.020313943,0.16092817,0.06711748,-0.02136636,-0.1628187,0.10810961,-0.10694264,-0.0768919,-0.044884417,0.076691076,0.03742167,-0.113744,0.09042839,0.11998489,-0.06291979,0.026631685,-0.109138235,-0.098211944,0.06973421,-0.07784676,0.029901206,-0.001242718,0.05684011,-0.04415016,0.013839882,-0.08635825,0.04082868,0.032332618,-0.08896709,0.05136457,-0.16801195,-0.030285053,-0.11311405,0.09263317,0.14952394,0.0941718,-0.063035205,0.083442464,0.033823617,0.069007315,-0.052181195,0.018904269,-0.13251811,0.004895106,-0.039543964,-0.058691505,-0.10335695,-0.041858934,-0.13102591,0.014626702,0.03301906,0.0065223207,-0.02724213,-0.06898539,-0.12092214,-0.028042842,-0.050321564,0.01563336,-0.051978454,-0.0012979418,0.04885018
leokoce,-0.117292225,-0.06543782,0.009451826,0.014513405,0.14000595,0.0144056715,-0.048998445,-0.06548794,0.056624096,-0.13182975,-0.056812227,-0.04850474,-0.05744988,0.020328656,-0.0702588,0.082482934,0.05609047,-0.061816208,-0.030313682,-0.0548144,-0.08905957,0.11751667,-0.14664218,0.027730593,-0.11933987,0.031414665,-0.012717627,0.084840015,0.011846293,-0.025523266,0.052347302,-0.022933248,0.12767482,-0.09152122,-0.051996477,-0.041751035,-0.017610803,0.046709266,-0.030156657,0.05142986,0.060970496,0.032010555,-0.0024095806,-0.027218558,0.060803354,-0.14438035,-0.008698251,-0.027152158,-0.09076177,-0.1309154,0.11689925,-0.06920369,0.123440236,0.016991714,0.11969304,-0.061123252,0.14367607,-0.055865016,-0.017384619,-0.118963234,0.007548486,-0.05574363,-0.002430447,-0.0037672417
